"person_uri","organisation_uri","organisation_label","relationship"
http://www.wikidata.org/entity/Q12727590,http://www.wikidata.org/entity/Q608338,University of Bucharest,education
http://www.wikidata.org/entity/Q1274616,http://www.wikidata.org/entity/Q1034225,Harvard Divinity School,education
http://www.wikidata.org/entity/Q1274616,http://www.wikidata.org/entity/Q1191335,Colgate University,education
http://www.wikidata.org/entity/Q1274616,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q1274616,http://www.wikidata.org/entity/Q193156,Ralph Nader,employment
http://www.wikidata.org/entity/Q1274616,http://www.wikidata.org/entity/Q49088,Columbia University,employment
http://www.wikidata.org/entity/Q1274616,http://www.wikidata.org/entity/Q5325320,Eaglebrook School,education
http://www.wikidata.org/entity/Q12749616,http://www.wikidata.org/entity/Q1251605,RTV BK Telecom,employment
http://www.wikidata.org/entity/Q12749616,http://www.wikidata.org/entity/Q1260719,Association of Writers of Serbia,membership
http://www.wikidata.org/entity/Q12749616,http://www.wikidata.org/entity/Q1261822,Ninth Belgrade Gymnasium,education
http://www.wikidata.org/entity/Q12749616,http://www.wikidata.org/entity/Q1284050,Televizija OBN,employment
http://www.wikidata.org/entity/Q12749616,http://www.wikidata.org/entity/Q3512609,TV Košava,employment
http://www.wikidata.org/entity/Q12749616,http://www.wikidata.org/entity/Q366621,Happy TV,employment
http://www.wikidata.org/entity/Q12751155,http://www.wikidata.org/entity/Q1126523,Faculty of Dramatic Arts of Belgrade,education
http://www.wikidata.org/entity/Q12792181,http://www.wikidata.org/entity/Q266063,Slovenian Academy of Sciences and Arts,membership
http://www.wikidata.org/entity/Q12792181,http://www.wikidata.org/entity/Q472316,University of Nottingham,employment
http://www.wikidata.org/entity/Q128799375,http://www.wikidata.org/entity/Q11149,The Independent,employment
http://www.wikidata.org/entity/Q128799375,http://www.wikidata.org/entity/Q1943651,The i Paper,employment
http://www.wikidata.org/entity/Q128799375,http://www.wikidata.org/entity/Q210534,Daily Mail,employment
http://www.wikidata.org/entity/Q128799375,http://www.wikidata.org/entity/Q7812185,Today,employment
http://www.wikidata.org/entity/Q129623550,http://www.wikidata.org/entity/Q1517401,Tavrida National V.I. Vernadsky University,education
http://www.wikidata.org/entity/Q130211524,http://www.wikidata.org/entity/Q2031151,Prensa Latina,employment
http://www.wikidata.org/entity/Q130211524,http://www.wikidata.org/entity/Q2496821,La Jornada,employment
http://www.wikidata.org/entity/Q130211524,http://www.wikidata.org/entity/Q310659,TeleSUR,membership
http://www.wikidata.org/entity/Q130211524,http://www.wikidata.org/entity/Q7894273,Universidad Externado de Colombia,education
http://www.wikidata.org/entity/Q1304314,http://www.wikidata.org/entity/Q1307345,University of Maine,education
http://www.wikidata.org/entity/Q130551164,http://www.wikidata.org/entity/Q11614305,Shipping Headquarters,employment
http://www.wikidata.org/entity/Q130551164,http://www.wikidata.org/entity/Q906959,Chugoku Shimbun,employment
http://www.wikidata.org/entity/Q131140024,http://www.wikidata.org/entity/Q112173732,Writer's Union of Lugansk People's Republic,membership
http://www.wikidata.org/entity/Q131324277,http://www.wikidata.org/entity/Q186223,South Ukraine Nuclear Power Plant,employment
http://www.wikidata.org/entity/Q131673338,http://www.wikidata.org/entity/Q798854,IDF Radio,employment
http://www.wikidata.org/entity/Q1324581,http://www.wikidata.org/entity/Q4851470,Ballarat High School,education
http://www.wikidata.org/entity/Q133253582,http://www.wikidata.org/entity/Q1097810,Moldova State University,education
http://www.wikidata.org/entity/Q133277817,http://www.wikidata.org/entity/Q129110,Telewizja Polska,employment
http://www.wikidata.org/entity/Q133277817,http://www.wikidata.org/entity/Q144488,University of Warsaw,education
http://www.wikidata.org/entity/Q133277817,http://www.wikidata.org/entity/Q2385689,TVN24,employment
http://www.wikidata.org/entity/Q133278033,http://www.wikidata.org/entity/Q4144467,Horlivka Institute for Foreign Languages,education
http://www.wikidata.org/entity/Q133284665,http://www.wikidata.org/entity/Q493353,Federal Ministry of Defence of Germany,employment
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q108535489,Reuters TV,employment
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q1210241,ITN,employment
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q13974,NBC,employment
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q166400,European Broadcasting Union,employment
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q166419,Fox Broadcasting Company,employment
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q2021166,University of Natal,education
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q2288792,Sinclair Broadcast Group,employment
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q2734852,GMTV,employment
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q287171,ABC News,employment
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q48340,CNN,employment
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q5209317,Daily News,employment
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q861764,CBS News,employment
http://www.wikidata.org/entity/Q133653,http://www.wikidata.org/entity/Q918390,Sky Group,employment
http://www.wikidata.org/entity/Q1348644,http://www.wikidata.org/entity/Q40469,Associated Press,employment
http://www.wikidata.org/entity/Q1348644,http://www.wikidata.org/entity/Q463198,Life,employment
http://www.wikidata.org/entity/Q1348644,http://www.wikidata.org/entity/Q610190,Daily Express,employment
http://www.wikidata.org/entity/Q135270950,http://www.wikidata.org/entity/Q112107737,Far Eastern State University,education
http://www.wikidata.org/entity/Q135493752,http://www.wikidata.org/entity/Q110729368,The Herald,employment
http://www.wikidata.org/entity/Q135493752,http://www.wikidata.org/entity/Q1478700,The Australian,employment
http://www.wikidata.org/entity/Q135493752,http://www.wikidata.org/entity/Q432475,University of Canterbury,education
http://www.wikidata.org/entity/Q135493752,http://www.wikidata.org/entity/Q7570855,Southland Boys' High School,education
http://www.wikidata.org/entity/Q135493752,http://www.wikidata.org/entity/Q7714229,The Argus,employment
http://www.wikidata.org/entity/Q13560405,http://www.wikidata.org/entity/Q532494,New York Herald Tribune,employment
http://www.wikidata.org/entity/Q13560889,http://www.wikidata.org/entity/Q7600472,Staples High School,education
http://www.wikidata.org/entity/Q13560889,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,education
http://www.wikidata.org/entity/Q13562982,http://www.wikidata.org/entity/Q211374,New York Post,employment
http://www.wikidata.org/entity/Q13562982,http://www.wikidata.org/entity/Q5747151,Heterodoxy,membership
http://www.wikidata.org/entity/Q13562982,http://www.wikidata.org/entity/Q623009,National Woman's Party,membership
http://www.wikidata.org/entity/Q135760626,http://www.wikidata.org/entity/Q16670710,Leningrad State Institute of Journalism,education
http://www.wikidata.org/entity/Q136008850,http://www.wikidata.org/entity/Q130877,Black Hand,membership
http://www.wikidata.org/entity/Q136008850,http://www.wikidata.org/entity/Q622683,University of Graz,education
http://www.wikidata.org/entity/Q136008850,http://www.wikidata.org/entity/Q675848,University of Zagreb,education
http://www.wikidata.org/entity/Q136213693,http://www.wikidata.org/entity/Q129762338,Rīgas Mākslas filmu studija,employment
http://www.wikidata.org/entity/Q136213693,http://www.wikidata.org/entity/Q1512969,VEF,employment
http://www.wikidata.org/entity/Q136213693,http://www.wikidata.org/entity/Q16351446,Liepājas Valsts tehnikums,education
http://www.wikidata.org/entity/Q136213693,http://www.wikidata.org/entity/Q1807092,Latvijas Radio,employment
http://www.wikidata.org/entity/Q136213693,http://www.wikidata.org/entity/Q498407,University of Latvia,education
http://www.wikidata.org/entity/Q1363814,http://www.wikidata.org/entity/Q192088,Eton College,education
http://www.wikidata.org/entity/Q1363814,http://www.wikidata.org/entity/Q332342,Trinity College,education
http://www.wikidata.org/entity/Q136386664,http://www.wikidata.org/entity/Q183644,Pravda,employment
http://www.wikidata.org/entity/Q136631472,http://www.wikidata.org/entity/Q136654821,Latvija. Ministerium für öffentliche Angelegenheite,employment
http://www.wikidata.org/entity/Q136631472,http://www.wikidata.org/entity/Q5764666,"University of Latvia, Faculty of Law",education
http://www.wikidata.org/entity/Q136631472,http://www.wikidata.org/entity/Q6112208,Lycée Français de Riga,education
http://www.wikidata.org/entity/Q1371063,http://www.wikidata.org/entity/Q193755,United States Geological Survey,employment
http://www.wikidata.org/entity/Q1371063,http://www.wikidata.org/entity/Q63185026,Mathew Brady Studio,employment
http://www.wikidata.org/entity/Q137532874,http://www.wikidata.org/entity/Q1780189,Kommersant,employment
http://www.wikidata.org/entity/Q137532874,http://www.wikidata.org/entity/Q4151629,Gudok,employment
http://www.wikidata.org/entity/Q137532874,http://www.wikidata.org/entity/Q4480746,MSU Faculty of Journalism,education
http://www.wikidata.org/entity/Q137532874,http://www.wikidata.org/entity/Q595181,gazeta.ru,employment
http://www.wikidata.org/entity/Q138846,http://www.wikidata.org/entity/Q1191335,Colgate University,education
http://www.wikidata.org/entity/Q138846,http://www.wikidata.org/entity/Q7712997,The Albany Academy,education
http://www.wikidata.org/entity/Q1388736,http://www.wikidata.org/entity/Q107051261,Deutsche Vierteljahrsschrift,employment
http://www.wikidata.org/entity/Q1388736,http://www.wikidata.org/entity/Q1432339,Allgemeine Zeitung,employment
http://www.wikidata.org/entity/Q1388736,http://www.wikidata.org/entity/Q151510,Heidelberg University,education
http://www.wikidata.org/entity/Q1388736,http://www.wikidata.org/entity/Q1795887,Kölnische Zeitung,employment
http://www.wikidata.org/entity/Q1388736,http://www.wikidata.org/entity/Q2528944,Vitzthum-Gymnasium Dresden,education
http://www.wikidata.org/entity/Q1388736,http://www.wikidata.org/entity/Q55044,Ludwig-Maximilians-Universität München,education
http://www.wikidata.org/entity/Q1388736,http://www.wikidata.org/entity/Q693744,German National Association,membership
http://www.wikidata.org/entity/Q1392250,http://www.wikidata.org/entity/Q201492,McGill University,education
http://www.wikidata.org/entity/Q1392250,http://www.wikidata.org/entity/Q5763164,Hillhead High School,education
http://www.wikidata.org/entity/Q139545676,http://www.wikidata.org/entity/Q485500,Radio Free Europe/Radio Liberty,employment
http://www.wikidata.org/entity/Q139545676,http://www.wikidata.org/entity/Q532494,New York Herald Tribune,employment
http://www.wikidata.org/entity/Q142025,http://www.wikidata.org/entity/Q7960459,Waitaki Boys' High School,education
http://www.wikidata.org/entity/Q1452890,http://www.wikidata.org/entity/Q3443159,University of the Sciences in Philadelphia,education
http://www.wikidata.org/entity/Q14588770,http://www.wikidata.org/entity/Q1136919,Iowa State University,education
http://www.wikidata.org/entity/Q1483880,http://www.wikidata.org/entity/Q372899,Magnum Photos,employment
http://www.wikidata.org/entity/Q1483880,http://www.wikidata.org/entity/Q372989,Fortune,employment
http://www.wikidata.org/entity/Q1483880,http://www.wikidata.org/entity/Q463198,Life,employment
http://www.wikidata.org/entity/Q15071250,http://www.wikidata.org/entity/Q13416137,Military University of the Ministry of Defense of the Russian Federation,education
http://www.wikidata.org/entity/Q15071250,http://www.wikidata.org/entity/Q223799,TASS,employment
http://www.wikidata.org/entity/Q15071250,http://www.wikidata.org/entity/Q4271124,Lvov Military Political High School,education
http://www.wikidata.org/entity/Q15071250,http://www.wikidata.org/entity/Q4316258,Nezavisimoye Voyennoye Obozreniye,employment
http://www.wikidata.org/entity/Q15071250,http://www.wikidata.org/entity/Q4330151,Obshchaya Gazeta,employment
http://www.wikidata.org/entity/Q15071250,http://www.wikidata.org/entity/Q753932,Izvestia,employment
http://www.wikidata.org/entity/Q15071250,http://www.wikidata.org/entity/Q821172,RIA Novosti,employment
http://www.wikidata.org/entity/Q15127495,http://www.wikidata.org/entity/Q19912,Radio France Internationale,employment
http://www.wikidata.org/entity/Q15127495,http://www.wikidata.org/entity/Q2201536,Medi 1 radio,employment
http://www.wikidata.org/entity/Q15127495,http://www.wikidata.org/entity/Q3080636,France Bleu Belfort Montbéliard,employment
http://www.wikidata.org/entity/Q15127495,http://www.wikidata.org/entity/Q3221864,Le Courrier cauchois,employment
http://www.wikidata.org/entity/Q15127495,http://www.wikidata.org/entity/Q3246681,École supérieure de journalisme de Paris,education
http://www.wikidata.org/entity/Q15127495,http://www.wikidata.org/entity/Q3546778,Témoignage chrétien,employment
http://www.wikidata.org/entity/Q15127495,http://www.wikidata.org/entity/Q660769,Ouest-France,employment
http://www.wikidata.org/entity/Q15149827,http://www.wikidata.org/entity/Q1583249,USC School of Cinematic Arts,education
http://www.wikidata.org/entity/Q15149827,http://www.wikidata.org/entity/Q4614,University of Southern California,education
http://www.wikidata.org/entity/Q1523446,http://www.wikidata.org/entity/Q1250779,Maxim Gorky Literature Institute,education
http://www.wikidata.org/entity/Q1523446,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q152524,http://www.wikidata.org/entity/Q463198,Life,employment
http://www.wikidata.org/entity/Q153700,http://www.wikidata.org/entity/Q66986260,Liceo classico statale Galileo,education
http://www.wikidata.org/entity/Q153700,http://www.wikidata.org/entity/Q820887,University of Florence,education
http://www.wikidata.org/entity/Q15489360,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q155106,http://www.wikidata.org/entity/Q104581393,Colegio Marista La Sagrada Familia,education
http://www.wikidata.org/entity/Q155106,http://www.wikidata.org/entity/Q11993457,Royal Spanish Academy,membership
http://www.wikidata.org/entity/Q155106,http://www.wikidata.org/entity/Q219694,Complutense University of Madrid,education
http://www.wikidata.org/entity/Q155106,http://www.wikidata.org/entity/Q54829,RTVE,employment
http://www.wikidata.org/entity/Q155106,http://www.wikidata.org/entity/Q9064282,Pueblo,employment
http://www.wikidata.org/entity/Q155106,http://www.wikidata.org/entity/Q94395173,"IES Isaac Peral, Cartagena",education
http://www.wikidata.org/entity/Q15621755,http://www.wikidata.org/entity/Q130879,Reuters,employment
http://www.wikidata.org/entity/Q1566535,http://www.wikidata.org/entity/Q1135066,Corps Suevia Heidelberg,membership
http://www.wikidata.org/entity/Q1566535,http://www.wikidata.org/entity/Q151510,Heidelberg University,education
http://www.wikidata.org/entity/Q1566535,http://www.wikidata.org/entity/Q152087,Humboldt-Universität zu Berlin,education
http://www.wikidata.org/entity/Q1566535,http://www.wikidata.org/entity/Q152838,University of Göttingen,education
http://www.wikidata.org/entity/Q1566535,http://www.wikidata.org/entity/Q317010,Corps Hannovera Göttingen,membership
http://www.wikidata.org/entity/Q1567681,http://www.wikidata.org/entity/Q3542768,University of Belgrade Faculty of Philology,education
http://www.wikidata.org/entity/Q15963314,http://www.wikidata.org/entity/Q74707,Daily Chronicle,employment
http://www.wikidata.org/entity/Q15968007,http://www.wikidata.org/entity/Q2280221,Shrewsbury School,education
http://www.wikidata.org/entity/Q15968007,http://www.wikidata.org/entity/Q745967,Christ Church,education
http://www.wikidata.org/entity/Q15968900,http://www.wikidata.org/entity/Q7741168,The Hutchins School,education
http://www.wikidata.org/entity/Q15977771,http://www.wikidata.org/entity/Q1140775,Reed College,education
http://www.wikidata.org/entity/Q15977771,http://www.wikidata.org/entity/Q1530721,National Film Board of Canada,employment
http://www.wikidata.org/entity/Q15977771,http://www.wikidata.org/entity/Q5596258,Grant High School,education
http://www.wikidata.org/entity/Q15997458,http://www.wikidata.org/entity/Q1785291,Washington and Lee University,education
http://www.wikidata.org/entity/Q15997458,http://www.wikidata.org/entity/Q193755,United States Geological Survey,employment
http://www.wikidata.org/entity/Q16015140,http://www.wikidata.org/entity/Q1065,United Nations,employment
http://www.wikidata.org/entity/Q16015140,http://www.wikidata.org/entity/Q1210241,ITN,employment
http://www.wikidata.org/entity/Q16015140,http://www.wikidata.org/entity/Q1671795,Investors Overseas Service,employment
http://www.wikidata.org/entity/Q16015140,http://www.wikidata.org/entity/Q3520496,The Daily Mirror,employment
http://www.wikidata.org/entity/Q16015140,http://www.wikidata.org/entity/Q390216,The Sydney Morning Herald,employment
http://www.wikidata.org/entity/Q16015140,http://www.wikidata.org/entity/Q82151,Food and Agriculture Organization of the United Nations,employment
http://www.wikidata.org/entity/Q160375,http://www.wikidata.org/entity/Q262386,Österreichischer Rundfunk,employment
http://www.wikidata.org/entity/Q160375,http://www.wikidata.org/entity/Q48989,ZDF,employment
http://www.wikidata.org/entity/Q1605885,http://www.wikidata.org/entity/Q217406,French Navy,employment
http://www.wikidata.org/entity/Q1605885,http://www.wikidata.org/entity/Q40469,Associated Press,employment
http://www.wikidata.org/entity/Q1607516,http://www.wikidata.org/entity/Q270532,University of Aberdeen,education
http://www.wikidata.org/entity/Q1609233,http://www.wikidata.org/entity/Q43250,Gestapo,employment
http://www.wikidata.org/entity/Q1619108,http://www.wikidata.org/entity/Q1473677,University of Santiago de Compostela,education
http://www.wikidata.org/entity/Q16204565,http://www.wikidata.org/entity/Q1632007,OCAD University,education
http://www.wikidata.org/entity/Q16509496,http://www.wikidata.org/entity/Q13142918,Spiegel-Verlag,employment
http://www.wikidata.org/entity/Q16635505,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q16663578,http://www.wikidata.org/entity/Q3226208,Le Quotidien de Paris,employment
http://www.wikidata.org/entity/Q16663578,http://www.wikidata.org/entity/Q525894,France 2,employment
http://www.wikidata.org/entity/Q16663578,http://www.wikidata.org/entity/Q859363,Sciences Po,education
http://www.wikidata.org/entity/Q16721278,http://www.wikidata.org/entity/Q4030708,Third Gymnasium of Moscow,education
http://www.wikidata.org/entity/Q16735213,http://www.wikidata.org/entity/Q1474105,Western Kentucky University,education
http://www.wikidata.org/entity/Q1678898,http://www.wikidata.org/entity/Q10496791,Höhere Mädchenschule,employment
http://www.wikidata.org/entity/Q1678898,http://www.wikidata.org/entity/Q11942,ETH Zurich,employment
http://www.wikidata.org/entity/Q1678898,http://www.wikidata.org/entity/Q151510,Heidelberg University,education
http://www.wikidata.org/entity/Q1678898,http://www.wikidata.org/entity/Q153978,University of Tübingen,education
http://www.wikidata.org/entity/Q1678898,http://www.wikidata.org/entity/Q1728130,Kantonsschule Solothurn,employment
http://www.wikidata.org/entity/Q1678898,http://www.wikidata.org/entity/Q206702,University of Zurich,employment
http://www.wikidata.org/entity/Q1678898,http://www.wikidata.org/entity/Q55044,Ludwig-Maximilians-Universität München,education
http://www.wikidata.org/entity/Q1678898,http://www.wikidata.org/entity/Q658945,Neue Zürcher Zeitung,employment
http://www.wikidata.org/entity/Q16832221,http://www.wikidata.org/entity/Q523926,Royal Academy of Dramatic Art,education
http://www.wikidata.org/entity/Q16873989,http://www.wikidata.org/entity/Q12461,Le Monde,employment
http://www.wikidata.org/entity/Q16873989,http://www.wikidata.org/entity/Q2065695,Southampton Solent University,education
http://www.wikidata.org/entity/Q16873989,http://www.wikidata.org/entity/Q4372693,HU University of Applied Sciences Utrecht,education
http://www.wikidata.org/entity/Q17012649,http://www.wikidata.org/entity/Q1887879,University of San Francisco,education
http://www.wikidata.org/entity/Q1708879,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona,education
http://www.wikidata.org/entity/Q1708879,http://www.wikidata.org/entity/Q544560,Televisión Española,employment
http://www.wikidata.org/entity/Q17190080,http://www.wikidata.org/entity/Q22661578,Birmingham Institute of Art and Design,education
http://www.wikidata.org/entity/Q17338724,http://www.wikidata.org/entity/Q392904,Polytechnic University of Milan,education
http://www.wikidata.org/entity/Q17418894,http://www.wikidata.org/entity/Q9531,British Broadcasting Corporation,employment
http://www.wikidata.org/entity/Q17432488,http://www.wikidata.org/entity/Q6515975,Leeds Grammar School,education
http://www.wikidata.org/entity/Q17432488,http://www.wikidata.org/entity/Q9531,British Broadcasting Corporation,employment
http://www.wikidata.org/entity/Q1743447,http://www.wikidata.org/entity/Q2652164,Writers Union of Bulgaria,membership
http://www.wikidata.org/entity/Q1743447,http://www.wikidata.org/entity/Q31519,Charles University,employment
http://www.wikidata.org/entity/Q17537054,http://www.wikidata.org/entity/Q192775,University of Glasgow,employment
http://www.wikidata.org/entity/Q17537054,http://www.wikidata.org/entity/Q270532,University of Aberdeen,education
http://www.wikidata.org/entity/Q17537054,http://www.wikidata.org/entity/Q270532,University of Aberdeen,employment
http://www.wikidata.org/entity/Q17626890,http://www.wikidata.org/entity/Q40469,Associated Press,employment
http://www.wikidata.org/entity/Q17908455,http://www.wikidata.org/entity/Q1250779,Maxim Gorky Literature Institute,education
http://www.wikidata.org/entity/Q18004612,http://www.wikidata.org/entity/Q1450649,Presidential Council for Civil Society and Human Rights,membership
http://www.wikidata.org/entity/Q18011880,http://www.wikidata.org/entity/Q1470431,Catholic University of Paris,education
http://www.wikidata.org/entity/Q18011880,http://www.wikidata.org/entity/Q1470431,Catholic University of Paris,employment
http://www.wikidata.org/entity/Q18011880,http://www.wikidata.org/entity/Q216047,Le Figaro,employment
http://www.wikidata.org/entity/Q18011880,http://www.wikidata.org/entity/Q2297128,Société de Géographie,membership
http://www.wikidata.org/entity/Q18011880,http://www.wikidata.org/entity/Q24237057,École de guerre,employment
http://www.wikidata.org/entity/Q18011880,http://www.wikidata.org/entity/Q27956246,Institut historique de France,membership
http://www.wikidata.org/entity/Q18011880,http://www.wikidata.org/entity/Q3064325,Faculty of Arts of Paris,employment
http://www.wikidata.org/entity/Q18011880,http://www.wikidata.org/entity/Q3268922,Saint-Joseph of Reims,education
http://www.wikidata.org/entity/Q18011880,http://www.wikidata.org/entity/Q3269151,Lycée privé Sainte-Geneviève,employment
http://www.wikidata.org/entity/Q18021514,http://www.wikidata.org/entity/Q127790841,Rome Medien,employment
http://www.wikidata.org/entity/Q18021514,http://www.wikidata.org/entity/Q66004193,Gymnasium Othmarschen,education
http://www.wikidata.org/entity/Q18021514,http://www.wikidata.org/entity/Q791964,Axel Springer Academy,education
http://www.wikidata.org/entity/Q18236175,http://www.wikidata.org/entity/Q4271124,Lvov Military Political High School,education
http://www.wikidata.org/entity/Q18323289,http://www.wikidata.org/entity/Q1377,University of Ljubljana,education
http://www.wikidata.org/entity/Q18323289,http://www.wikidata.org/entity/Q266063,Slovenian Academy of Sciences and Arts,membership
http://www.wikidata.org/entity/Q18491533,http://www.wikidata.org/entity/Q188515,Los Angeles Times,employment
http://www.wikidata.org/entity/Q18491533,http://www.wikidata.org/entity/Q40469,Associated Press,employment
http://www.wikidata.org/entity/Q18491533,http://www.wikidata.org/entity/Q4304086,State University of Education,education
http://www.wikidata.org/entity/Q18491533,http://www.wikidata.org/entity/Q7672074,TV-am,employment
http://www.wikidata.org/entity/Q18540206,http://www.wikidata.org/entity/Q116698254,Vești Bune,employment
http://www.wikidata.org/entity/Q18540206,http://www.wikidata.org/entity/Q118434145,"National Theatre Bucharest ""Ion Luca Caragiale""",employment
http://www.wikidata.org/entity/Q18540206,http://www.wikidata.org/entity/Q2480744,Evenimentul Zilei,employment
http://www.wikidata.org/entity/Q18540206,http://www.wikidata.org/entity/Q3095013,Gamma,employment
http://www.wikidata.org/entity/Q18540206,http://www.wikidata.org/entity/Q97922597,Faculty of Letters of Babeș-Bolyai University,education
http://www.wikidata.org/entity/Q18608721,http://www.wikidata.org/entity/Q1377,University of Ljubljana,education
http://www.wikidata.org/entity/Q18637379,http://www.wikidata.org/entity/Q5290855,Dominican University of California,education
http://www.wikidata.org/entity/Q18819927,http://www.wikidata.org/entity/Q372899,Magnum Photos,membership
http://www.wikidata.org/entity/Q19205061,http://www.wikidata.org/entity/Q841581,Sofia University,education
http://www.wikidata.org/entity/Q19240850,http://www.wikidata.org/entity/Q214654,Sorbonne,education
http://www.wikidata.org/entity/Q19358207,http://www.wikidata.org/entity/Q256754,St Catharine's College,education
http://www.wikidata.org/entity/Q19361622,http://www.wikidata.org/entity/Q266063,Slovenian Academy of Sciences and Arts,membership
http://www.wikidata.org/entity/Q19369165,http://www.wikidata.org/entity/Q4315094,National Union of Journalists of Ukraine,membership
http://www.wikidata.org/entity/Q1950313,http://www.wikidata.org/entity/Q2215695,Pictura,membership
http://www.wikidata.org/entity/Q1963261,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q1963261,http://www.wikidata.org/entity/Q4304155,"Moscow Institute of Philosophy, Literature, and History",education
http://www.wikidata.org/entity/Q1964719,http://www.wikidata.org/entity/Q13164,Lomonosov Moscow State University,education
http://www.wikidata.org/entity/Q1964719,http://www.wikidata.org/entity/Q1934911,Military Academy of the General Staff of the Armed Forces of Russia,employment
http://www.wikidata.org/entity/Q1964719,http://www.wikidata.org/entity/Q2367115,MSU Faculty of Mechanics and Mathematics,education
http://www.wikidata.org/entity/Q1964719,http://www.wikidata.org/entity/Q753932,Izvestia,employment
http://www.wikidata.org/entity/Q19667139,http://www.wikidata.org/entity/Q469482,American University of Beirut,education
http://www.wikidata.org/entity/Q19667139,http://www.wikidata.org/entity/Q498526,San Jose State University,education
http://www.wikidata.org/entity/Q19692677,http://www.wikidata.org/entity/Q215539,Moscow Conservatory,education
http://www.wikidata.org/entity/Q1976958,http://www.wikidata.org/entity/Q16634762,Second Moscow Cadet Corps,education
http://www.wikidata.org/entity/Q1977210,http://www.wikidata.org/entity/Q21156313,Brestský kadetský sbor,education
http://www.wikidata.org/entity/Q1977444,http://www.wikidata.org/entity/Q622664,"University of California, San Diego",education
http://www.wikidata.org/entity/Q19832950,http://www.wikidata.org/entity/Q1247373,Harrow School,education
http://www.wikidata.org/entity/Q19832950,http://www.wikidata.org/entity/Q21579788,Royal Academy Schools,education
http://www.wikidata.org/entity/Q19832950,http://www.wikidata.org/entity/Q337480,Académie Julian,education
http://www.wikidata.org/entity/Q19832950,http://www.wikidata.org/entity/Q5090041,Chelsea Arts Club,membership
http://www.wikidata.org/entity/Q19832950,http://www.wikidata.org/entity/Q7373851,Royal Society of Sculptors,membership
http://www.wikidata.org/entity/Q20127454,http://www.wikidata.org/entity/Q16166292,International Consortium of Investigative Journalists,membership
http://www.wikidata.org/entity/Q201589,http://www.wikidata.org/entity/Q111303099,Siglo 21 (Mexican newspaper),employment
http://www.wikidata.org/entity/Q201589,http://www.wikidata.org/entity/Q1274521,Agencia EFE,employment
http://www.wikidata.org/entity/Q201589,http://www.wikidata.org/entity/Q1337706,Vocento,employment
http://www.wikidata.org/entity/Q201589,http://www.wikidata.org/entity/Q1466106,Grupo PRISA,employment
http://www.wikidata.org/entity/Q201589,http://www.wikidata.org/entity/Q3394105,Academy of Television and Audiovisual Arts and Sciences of Spain,membership
http://www.wikidata.org/entity/Q201589,http://www.wikidata.org/entity/Q54829,RTVE,employment
http://www.wikidata.org/entity/Q201589,http://www.wikidata.org/entity/Q5709349,Asociación de la Prensa de Madrid,membership
http://www.wikidata.org/entity/Q201589,http://www.wikidata.org/entity/Q5854766,"Faculty of Information Sciences, Complutense University of Madrid",education
http://www.wikidata.org/entity/Q201589,http://www.wikidata.org/entity/Q5917694,Instituto Ramiro de Maeztu,education
http://www.wikidata.org/entity/Q201589,http://www.wikidata.org/entity/Q6426448,Prensa Ibérica,employment
http://www.wikidata.org/entity/Q20724971,http://www.wikidata.org/entity/Q155702,RTL,employment
http://www.wikidata.org/entity/Q20724971,http://www.wikidata.org/entity/Q48989,ZDF,employment
http://www.wikidata.org/entity/Q20724971,http://www.wikidata.org/entity/Q49653,Arbeitsgemeinschaft der öffentlich-rechtlichen Rundfunkanstalten der Bundesrepublik Deutschland,employment
http://www.wikidata.org/entity/Q208116,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q20859063,http://www.wikidata.org/entity/Q216047,Le Figaro,employment
http://www.wikidata.org/entity/Q20864129,http://www.wikidata.org/entity/Q1145059,Hellenic Broadcasting Corporation,employment
http://www.wikidata.org/entity/Q20864129,http://www.wikidata.org/entity/Q2325066,Mega Channel,employment
http://www.wikidata.org/entity/Q20864129,http://www.wikidata.org/entity/Q2634425,Athens News Agency,employment
